shift,shift_numeric,cl_target,best_cl_out,best_cd_out,best_ape_cl_err,best_attempt,best_sample_id,has_valid
,0.0,0.5494619607925415,0.5481122136,0.0294147227,0.24564888724866069,5,0,1
0.1,0.10000000149011612,0.6494619846343994,0.6034671664,0.032204058,7.081987756418295,6,1,1
0.2,0.20000000298023224,0.7494619488716125,0.6227963567,0.0327618457,16.900870332685983,10,1,1
0.3,0.30000001192092896,0.8494619727134705,0.6106672883,0.0322864912,28.111285976778806,4,0,1
0.4,0.4000000059604645,0.9494619369506836,0.5413271189,0.0318732411,42.98590624511604,9,0,1
0.5,0.5,1.0494619607925415,0.6323248744,0.0308191963,39.747709014391,1,1,1
0.6,0.6000000238418579,1.1494619846343994,0.7496588826,0.0270269513,34.78175941256219,9,1,1
0.7,0.699999988079071,1.2494618892669678,0.9288801551,0.0420715138,25.657584030437786,2,0,1
0.8,0.800000011920929,1.3494620323181152,nan,nan,nan,15,0,0
