base_order,base_index,base_cl_label,base_cd_train,shift,shift_numeric,cl_target,sample_id,cl_out,cd_out,valid,cl_err,cl_ape_pct
2,8,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,0,0.5197615027,0.0070519722,1,8.684392467039892e-05,0.016711210216610553
2,8,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,1,0.5135008097,0.0070242058,1,-0.006173849075329585,1.1880219616401806
2,8,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,2,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,0,0.5890576243,0.0077870274,1,-0.030617035965445738,4.940824262901202
2,8,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,1,0.5983915925,0.0077995313,1,-0.02128306776544575,3.4345551190246946
2,8,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,2,0.5950790048,0.0078283688,1,-0.02459565546544573,3.969123968198064
2,8,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,0,0.6711102128,0.0086034629,1,-0.04856444895556178,6.748111547667179
2,8,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,1,0.6665705442,0.0085716285,1,-0.05310411755556188,7.378906105436673
2,8,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,2,0.6653369665,0.0084097842,1,-0.05433769525556187,7.550313793598269
2,8,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,0,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,1,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,2,0.7417313457,0.0101594366,1,-0.07794332499625856,9.509056188115578
2,8,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,0,0.8024165034,0.0116317607,1,-0.11725816133579403,12.749961027738019
2,8,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,1,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,2,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,0,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,1,0.889498353,0.0184630137,1,-0.13017630577532957,12.766454932956417
2,8,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,2,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,0,0.7863301039,0.0151519775,1,-0.3333445787171875,29.77155631830578
2,8,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,1,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,2,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,0,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,1,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,2,0.9136919975,0.0104029216,1,-0.30598264935440067,25.087235365885864
2,8,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,0,0.8827575445,0.0138080725,1,-0.43691712619625855,33.10794212377674
2,8,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,1,nan,nan,0,nan,nan
2,8,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,2,nan,nan,0,nan,nan
