shift,shift_numeric,cl_target,best_cl_out,best_cd_out,best_abs_cl_err,best_attempt,best_sample_id,has_valid
,0.0,0.5065781474113464,0.5066800117,0.0194903873,0.00010186428865355257,8,1,1
0.1,0.10000000149011612,0.6065781712532043,0.6078246236,0.0212816875,0.0012464523467956568,8,2,1
0.2,0.20000000298023224,0.7065781354904175,0.6379607916,0.023341123,0.06861734389041751,15,0,1
0.3,0.30000001192092896,0.8065781593322754,0.6404764652,0.0253186729,0.16610169413227538,4,0,1
0.4,0.4000000059604645,0.9065781831741333,0.5595926642,0.0301402975,0.3469855189741333,13,2,1
0.5,0.5,1.0065782070159912,0.7881473303,0.026873488,0.21843087671599126,8,0,1
0.6,0.6000000238418579,1.1065781116485596,0.7844234705,0.0248553604,0.3221546411485595,11,2,1
0.7,0.699999988079071,1.2065781354904175,nan,nan,nan,15,0,0
0.8,0.800000011920929,1.3065781593322754,nan,nan,nan,15,0,0
