attempt,shift,shift_numeric,cl_target,sample_id,cl_out,cd_out,valid,abs_cl_err
1,,0.0,0.5292177796363831,0,0.5403440595,0.0099331345,1,2.102400994777916
1,,0.0,0.5292177796363831,1,0.507894814,0.0099890372,1,4.029147632007695
1,,0.0,0.5292177796363831,2,0.5144162178,0.0100822505,1,2.796875389665281
1,0.1,0.10000000149011612,0.629217803478241,0,0.6016964912,0.0108960364,1,4.373892812013013
1,0.1,0.10000000149011612,0.629217803478241,1,0.5931056738,0.0107829291,1,5.739209774201781
1,0.1,0.10000000149011612,0.629217803478241,2,0.6056690216,0.0108136004,1,3.7425485655469513
1,0.2,0.20000000298023224,0.7292177677154541,0,nan,nan,0,nan
1,0.2,0.20000000298023224,0.7292177677154541,1,nan,nan,0,nan
1,0.2,0.20000000298023224,0.7292177677154541,2,nan,nan,0,nan
1,0.3,0.30000001192092896,0.829217791557312,0,nan,nan,0,nan
1,0.3,0.30000001192092896,0.829217791557312,1,nan,nan,0,nan
1,0.3,0.30000001192092896,0.829217791557312,2,0.7230036259,0.0150251314,1,12.80895884515895
1,0.4,0.4000000059604645,0.9292178153991699,0,nan,nan,0,nan
1,0.4,0.4000000059604645,0.9292178153991699,1,nan,nan,0,nan
1,0.4,0.4000000059604645,0.9292178153991699,2,nan,nan,0,nan
1,0.5,0.5,1.0292177200317383,0,nan,nan,0,nan
1,0.5,0.5,1.0292177200317383,1,nan,nan,0,nan
1,0.5,0.5,1.0292177200317383,2,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1292178630828857,0,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1292178630828857,1,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1292178630828857,2,nan,nan,0,nan
1,0.7,0.699999988079071,1.229217767715454,0,nan,nan,0,nan
1,0.7,0.699999988079071,1.229217767715454,1,nan,nan,0,nan
1,0.7,0.699999988079071,1.229217767715454,2,nan,nan,0,nan
1,0.8,0.800000011920929,1.329217791557312,0,nan,nan,0,nan
1,0.8,0.800000011920929,1.329217791557312,1,nan,nan,0,nan
1,0.8,0.800000011920929,1.329217791557312,2,nan,nan,0,nan
2,,0.0,0.5292177796363831,0,0.5191961527,0.0099707413,1,1.893667847529383
2,,0.0,0.5292177796363831,1,0.5101108551,0.0100730341,1,3.6104086581352446
2,,0.0,0.5292177796363831,2,0.5218296647,0.0099683022,1,1.396044354643429
2,0.1,0.10000000149011612,0.629217803478241,0,0.6013272405,0.0109447651,1,4.4325768953238915
2,0.1,0.10000000149011612,0.629217803478241,1,0.5968213081,0.0107569098,1,5.148693377580386
2,0.1,0.10000000149011612,0.629217803478241,2,0.6020177007,0.0106456587,1,4.322843795563634
2,0.2,0.20000000298023224,0.7292177677154541,0,nan,nan,0,nan
2,0.2,0.20000000298023224,0.7292177677154541,1,nan,nan,0,nan
2,0.2,0.20000000298023224,0.7292177677154541,2,nan,nan,0,nan
2,0.3,0.30000001192092896,0.829217791557312,0,nan,nan,0,nan
2,0.3,0.30000001192092896,0.829217791557312,1,nan,nan,0,nan
2,0.3,0.30000001192092896,0.829217791557312,2,nan,nan,0,nan
2,0.4,0.4000000059604645,0.9292178153991699,0,nan,nan,0,nan
2,0.4,0.4000000059604645,0.9292178153991699,1,nan,nan,0,nan
2,0.4,0.4000000059604645,0.9292178153991699,2,nan,nan,0,nan
2,0.5,0.5,1.0292177200317383,0,nan,nan,0,nan
2,0.5,0.5,1.0292177200317383,1,nan,nan,0,nan
2,0.5,0.5,1.0292177200317383,2,nan,nan,0,nan
2,0.6,0.6000000238418579,1.1292178630828857,0,nan,nan,0,nan
2,0.6,0.6000000238418579,1.1292178630828857,1,nan,nan,0,nan
2,0.6,0.6000000238418579,1.1292178630828857,2,nan,nan,0,nan
2,0.7,0.699999988079071,1.229217767715454,0,nan,nan,0,nan
2,0.7,0.699999988079071,1.229217767715454,1,nan,nan,0,nan
2,0.7,0.699999988079071,1.229217767715454,2,nan,nan,0,nan
2,0.8,0.800000011920929,1.329217791557312,0,nan,nan,0,nan
2,0.8,0.800000011920929,1.329217791557312,1,nan,nan,0,nan
2,0.8,0.800000011920929,1.329217791557312,2,nan,nan,0,nan
3,,0.0,0.5292177796363831,0,0.515843749,0.0101142395,1,2.527131768999177
3,,0.0,0.5292177796363831,1,0.5223795176,0.0099918116,1,1.292145180965293
3,,0.0,0.5292177796363831,2,0.5176456571,0.009995861,1,2.1866465908107027
3,0.1,0.10000000149011612,0.629217803478241,0,0.60208565,0.0106742857,1,4.312044784533691
3,0.1,0.10000000149011612,0.629217803478241,1,0.6042355299,0.0109178927,1,3.9703697893069747
3,0.1,0.10000000149011612,0.629217803478241,2,0.6159616113,0.0108496323,1,2.106773219855235
3,0.2,0.20000000298023224,0.7292177677154541,0,nan,nan,0,nan
