attempt,shift,shift_numeric,cl_target,sample_id,cl_out,cd_out,valid,abs_cl_err
1,,0.0,0.5282131433486938,0,0.5155003667,0.0249165874,1,2.406751291363014
1,,0.0,0.5282131433486938,1,0.5098849535,0.0251138639,1,3.46984736739024
1,,0.0,0.5282131433486938,2,0.5386973619,0.0252001304,1,1.9848462090207901
1,0.1,0.10000000149011612,0.6282131671905518,0,0.5464789867,0.0254149865,1,13.010580605318628
1,0.1,0.10000000149011612,0.6282131671905518,1,0.5671092272,0.0255814213,1,9.726625161936074
1,0.1,0.10000000149011612,0.6282131671905518,2,0.545032382,0.0255061612,1,13.240853508777386
1,0.2,0.20000000298023224,0.7282131314277649,0,nan,nan,0,nan
1,0.2,0.20000000298023224,0.7282131314277649,1,0.5251225233,0.0275214575,1,27.88889672032926
1,0.2,0.20000000298023224,0.7282131314277649,2,0.5410550833,0.0275504496,1,25.700998794242437
1,0.3,0.30000001192092896,0.8282131552696228,0,0.6326921582,0.0291886143,1,23.60756960036108
1,0.3,0.30000001192092896,0.8282131552696228,1,0.6193968058,0.0295014121,1,25.212875229160435
1,0.3,0.30000001192092896,0.8282131552696228,2,0.6558289528,0.0288880542,1,20.81398989774602
1,0.4,0.4000000059604645,0.9282131195068359,0,nan,nan,0,nan
1,0.4,0.4000000059604645,0.9282131195068359,1,0.7602496743,0.0309270024,1,18.09535349985957
1,0.4,0.4000000059604645,0.9282131195068359,2,0.7521902323,0.0302957017,1,18.963628449935904
1,0.5,0.5,1.0282131433486938,0,nan,nan,0,nan
1,0.5,0.5,1.0282131433486938,1,0.8982813954,0.0261204988,1,12.636655034921166
1,0.5,0.5,1.0282131433486938,2,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1282131671905518,0,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1282131671905518,1,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1282131671905518,2,nan,nan,0,nan
1,0.7,0.699999988079071,1.2282130718231201,0,nan,nan,0,nan
1,0.7,0.699999988079071,1.2282130718231201,1,nan,nan,0,nan
1,0.7,0.699999988079071,1.2282130718231201,2,nan,nan,0,nan
1,0.8,0.800000011920929,1.3282132148742676,0,nan,nan,0,nan
1,0.8,0.800000011920929,1.3282132148742676,1,nan,nan,0,nan
1,0.8,0.800000011920929,1.3282132148742676,2,nan,nan,0,nan
2,,0.0,0.5282131433486938,0,0.5073834658,0.0250888225,1,3.9434228040295713
2,,0.0,0.5282131433486938,1,0.5426353216,0.0250933506,1,2.730370955912691
2,,0.0,0.5282131433486938,2,0.5393961072,0.0248769186,1,2.11713093324598
2,0.1,0.10000000149011612,0.6282131671905518,0,0.565743506,0.0254763309,1,9.944022897502121
2,0.1,0.10000000149011612,0.6282131671905518,1,0.5305534601,0.0252847224,1,15.545631991016393
2,0.1,0.10000000149011612,0.6282131671905518,2,0.5253055692,0.0255367793,1,16.380999852449357
2,0.2,0.20000000298023224,0.7282131314277649,0,0.5850657225,0.0274161529,1,19.657350677967607
2,0.2,0.20000000298023224,0.7282131314277649,1,0.5319514275,0.0275382604,1,26.9511349710168
2,0.2,0.20000000298023224,0.7282131314277649,2,0.5857940316,0.0277042389,1,19.55733749932964
2,0.3,0.30000001192092896,0.8282131552696228,0,0.6167939305,0.0292598605,1,25.52715124414992
2,0.3,0.30000001192092896,0.8282131552696228,1,0.6278578639,0.0296257734,1,24.191271304353727
2,0.3,0.30000001192092896,0.8282131552696228,2,0.6084260345,0.0288972668,1,26.53750660336609
2,0.4,0.4000000059604645,0.9282131195068359,0,nan,nan,0,nan
2,0.4,0.4000000059604645,0.9282131195068359,1,nan,nan,0,nan
2,0.4,0.4000000059604645,0.9282131195068359,2,nan,nan,0,nan
2,0.5,0.5,1.0282131433486938,0,nan,nan,0,nan
2,0.5,0.5,1.0282131433486938,1,nan,nan,0,nan
2,0.5,0.5,1.0282131433486938,2,0.8833205104,0.0276067629,1,14.091692358337902
2,0.6,0.6000000238418579,1.1282131671905518,0,nan,nan,0,nan
2,0.6,0.6000000238418579,1.1282131671905518,1,nan,nan,0,nan
2,0.6,0.6000000238418579,1.1282131671905518,2,nan,nan,0,nan
2,0.7,0.699999988079071,1.2282130718231201,0,nan,nan,0,nan
2,0.7,0.699999988079071,1.2282130718231201,1,nan,nan,0,nan
2,0.7,0.699999988079071,1.2282130718231201,2,nan,nan,0,nan
2,0.8,0.800000011920929,1.3282132148742676,0,nan,nan,0,nan
2,0.8,0.800000011920929,1.3282132148742676,1,nan,nan,0,nan
2,0.8,0.800000011920929,1.3282132148742676,2,nan,nan,0,nan
3,,0.0,0.5282131433486938,0,0.5065818429,0.0251827836,1,4.095184059896485
3,,0.0,0.5282131433486938,1,0.5320806503,0.0249560829,1,0.7321868075427687
3,,0.0,0.5282131433486938,2,0.5130583644,0.0248634778,1,2.869065099860574
3,0.1,0.10000000149011612,0.6282131671905518,0,0.4959431589,0.0256757643,1,21.054956374454843
3,0.1,0.10000000149011612,0.6282131671905518,1,0.5659253001,0.0256648753,1,9.915084615165098
3,0.1,0.10000000149011612,0.6282131671905518,2,0.5541044474,0.0254328735,1,11.796747292320422
3,0.2,0.20000000298023224,0.7282131314277649,0,0.561812222,0.028152721,1,22.85057797591652
3,0.2,0.20000000298023224,0.7282131314277649,1,0.5567827821,0.0276721381,1,23.541232906862234
3,0.2,0.20000000298023224,0.7282131314277649,2,0.5495706201,0.0276688673,1,24.531624550289415
3,0.3,0.30000001192092896,0.8282131552696228,0,0.6461652517,0.0297719967,1,21.980803179871913
3,0.3,0.30000001192092896,0.8282131552696228,1,0.5825993419,0.0294066165,1,29.655869603962504
3,0.3,0.30000001192092896,0.8282131552696228,2,0.6330955625,0.0297172926,1,23.558861813309733
3,0.4,0.4000000059604645,0.9282131195068359,0,nan,nan,0,nan
3,0.4,0.4000000059604645,0.9282131195068359,1,0.7964476347,0.0311486032,1,14.195606810302742
3,0.4,0.4000000059604645,0.9282131195068359,2,nan,nan,0,nan
3,0.5,0.5,1.0282131433486938,0,nan,nan,0,nan
3,0.5,0.5,1.0282131433486938,1,nan,nan,0,nan
3,0.5,0.5,1.0282131433486938,2,nan,nan,0,nan
3,0.6,0.6000000238418579,1.1282131671905518,0,nan,nan,0,nan
3,0.6,0.6000000238418579,1.1282131671905518,1,nan,nan,0,nan
3,0.6,0.6000000238418579,1.1282131671905518,2,nan,nan,0,nan
3,0.7,0.699999988079071,1.2282130718231201,0,nan,nan,0,nan
3,0.7,0.699999988079071,1.2282130718231201,1,nan,nan,0,nan
3,0.7,0.699999988079071,1.2282130718231201,2,nan,nan,0,nan
3,0.8,0.800000011920929,1.3282132148742676,0,nan,nan,0,nan
3,0.8,0.800000011920929,1.3282132148742676,1,nan,nan,0,nan
3,0.8,0.800000011920929,1.3282132148742676,2,nan,nan,0,nan
4,,0.0,0.5282131433486938,0,0.5197311044,0.0252380446,1,1.6057985408921365
4,,0.0,0.5282131433486938,1,0.5260276198,0.0248414278,1,0.4137578884990158
4,,0.0,0.5282131433486938,2,0.5455298424,0.0249083117,1,3.2783544425881037
4,0.1,0.10000000149011612,0.6282131671905518,0,0.5209944248,0.0255490113,1,17.067254873062822
4,0.1,0.10000000149011612,0.6282131671905518,1,0.5445197225,0.0256923791,1,13.322459486934878
4,0.1,0.10000000149011612,0.6282131671905518,2,0.560775578,0.0255598649,1,10.734825806364604
4,0.2,0.20000000298023224,0.7282131314277649,0,0.5271479487,0.0273899734,1,27.610760373621403
4,0.2,0.20000000298023224,0.7282131314277649,1,0.5644587278,0.0277428217,1,22.48715335669672
4,0.2,0.20000000298023224,0.7282131314277649,2,0.5642838478,0.0272482876,1,22.511168304031866
4,0.3,0.30000001192092896,0.8282131552696228,0,0.5855728984,0.0291760527,1,29.296836850005338
4,0.3,0.30000001192092896,0.8282131552696228,1,0.6333150864,0.0292940885,1,23.53235608847268
4,0.3,0.30000001192092896,0.8282131552696228,2,0.6255800128,0.02947524,1,24.466303291651542
4,0.4,0.4000000059604645,0.9282131195068359,0,0.7931720614,0.0308093671,1,14.54849702820231
4,0.4,0.4000000059604645,0.9282131195068359,1,0.7634925246,0.030558072,1,17.74598865768593
4,0.4,0.4000000059604645,0.9282131195068359,2,nan,nan,0,nan
4,0.5,0.5,1.0282131433486938,0,nan,nan,0,nan
4,0.5,0.5,1.0282131433486938,1,nan,nan,0,nan
4,0.5,0.5,1.0282131433486938,2,0.9045235515,0.0269838981,1,12.029567278809576
4,0.6,0.6000000238418579,1.1282131671905518,0,nan,nan,0,nan
4,0.6,0.6000000238418579,1.1282131671905518,1,nan,nan,0,nan
4,0.6,0.6000000238418579,1.1282131671905518,2,nan,nan,0,nan
4,0.7,0.699999988079071,1.2282130718231201,0,nan,nan,0,nan
4,0.7,0.699999988079071,1.2282130718231201,1,nan,nan,0,nan
4,0.7,0.699999988079071,1.2282130718231201,2,nan,nan,0,nan
4,0.8,0.800000011920929,1.3282132148742676,0,nan,nan,0,nan
4,0.8,0.800000011920929,1.3282132148742676,1,nan,nan,0,nan
4,0.8,0.800000011920929,1.3282132148742676,2,nan,nan,0,nan
5,,0.0,0.5282131433486938,0,0.5423163176,0.0250346586,1,2.6699779111698647
5,,0.0,0.5282131433486938,1,0.5441115499,0.0248168577,1,3.009846830110207
5,,0.0,0.5282131433486938,2,0.522900641,0.0251237433,1,1.005749746213123
5,0.1,0.10000000149011612,0.6282131671905518,0,0.5473640561,0.0256443676,1,12.86969380984469
