base_order,base_index,base_cl_label,base_cd_train,shift,shift_numeric,cl_target,sample_id,cl_out,cd_out,valid,cl_err,cl_ape_pct
5,53,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,0,0.5122554302,0.0070136264,1,-0.007419228575329617,1.4276679553345635
5,53,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,1,0.5114272237,0.006985249,1,-0.008247435075329546,1.5870381470525294
5,53,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,2,0.5141400099,0.0070091183,1,-0.0055346488753296175,1.0650218904983024
5,53,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,0,0.5914084315,0.0077725807,1,-0.02826622876544571,4.561462744553328
5,53,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,1,0.5937412977,0.0078435158,1,-0.02593336256544576,4.184996455129675
5,53,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,2,0.5943683982,0.007841141,1,-0.025306262065445728,4.083798110222139
5,53,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,0,0.6690730453,0.0087216198,1,-0.050601616455561826,7.031179384879985
5,53,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,1,0.6664194465,0.0087548112,1,-0.05325521525556187,7.399901384002047
5,53,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,2,0.6710603237,0.0085426224,1,-0.04861433805556181,6.755043721696808
5,53,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,0,0.6301725507,0.0117787318,1,-0.18950211999625854,23.119187010535438
5,53,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,1,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,2,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,0,0.6624494791,0.0119929342,1,-0.2572251856357941,27.96914990690651
5,53,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,1,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,2,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,0,0.8137689233,0.0129106957,1,-0.20590573547532964,20.19327769924485
5,53,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,1,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,2,0.8059872985,0.0131135629,1,-0.21368736027532964,20.956425506541155
5,53,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,0,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,1,0.7834773064,0.0152247893,1,-0.3361973762171875,30.026344387044794
5,53,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,2,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,0,0.9154388309,0.0125813,1,-0.30423581595440063,24.944014105650172
5,53,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,1,0.9043554068,0.0136965504,1,-0.3153192400544006,25.852733830913355
5,53,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,2,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,0,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,1,nan,nan,0,nan,nan
5,53,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,2,0.8745809197,0.0125557445,1,-0.4450937509962586,33.72753610262352
