attempt,shift,shift_numeric,cl_target,sample_id,cl_out,cd_out,valid,abs_cl_err
1,,0.0,0.5494619607925415,0,0.5391729474,0.0288462415,1,0.010289013392541513
1,,0.0,0.5494619607925415,1,0.5769670606,0.0291808583,1,0.027505099807458522
1,,0.0,0.5494619607925415,2,0.5699723959,0.0307076536,1,0.020510435107458536
1,0.1,0.10000000149011612,0.6494619846343994,0,0.5300506949,0.0311286207,1,0.1194112897343994
1,0.1,0.10000000149011612,0.6494619846343994,1,0.5608518124,0.0315972231,1,0.08861017223439938
1,0.1,0.10000000149011612,0.6494619846343994,2,0.5543669462,0.0315838233,1,0.09509503843439937
1,0.2,0.20000000298023224,0.7494619488716125,0,0.5470933318,0.0318782553,1,0.20236861707161258
1,0.2,0.20000000298023224,0.7494619488716125,1,0.5695013404,0.0321424976,1,0.17996060847161255
1,0.2,0.20000000298023224,0.7494619488716125,2,0.55178684,0.0316568166,1,0.19767510887161255
1,0.3,0.30000001192092896,0.8494619727134705,0,0.5157975554,0.0331195295,1,0.3336644173134704
1,0.3,0.30000001192092896,0.8494619727134705,1,0.5322547555,0.0322105289,1,0.31720721721347045
1,0.3,0.30000001192092896,0.8494619727134705,2,0.5427536368,0.0334601738,1,0.30670833591347046
1,0.4,0.4000000059604645,0.9494619369506836,0,0.4525203109,0.0320692994,1,0.4969416260506836
1,0.4,0.4000000059604645,0.9494619369506836,1,nan,nan,0,nan
1,0.4,0.4000000059604645,0.9494619369506836,2,nan,nan,0,nan
1,0.5,0.5,1.0494619607925415,0,nan,nan,0,nan
1,0.5,0.5,1.0494619607925415,1,0.6323248744,0.0308191963,1,0.41713708639254155
1,0.5,0.5,1.0494619607925415,2,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1494619846343994,0,nan,nan,0,nan
1,0.6,0.6000000238418579,1.1494619846343994,1,0.6795230508,0.0263690948,1,0.46993893383439944
1,0.6,0.6000000238418579,1.1494619846343994,2,nan,nan,0,nan
1,0.7,0.699999988079071,1.2494618892669678,0,nan,nan,0,nan
1,0.7,0.699999988079071,1.2494618892669678,1,nan,nan,0,nan
1,0.7,0.699999988079071,1.2494618892669678,2,0.7516435981,0.0366109349,1,0.49781829116696774
