shift,shift_numeric,cl_target,best_cl_out,best_cd_out,best_abs_cl_err,best_attempt,best_sample_id,has_valid
,0.0,0.5292177796363831,0.5272728801,0.0100103654,0.0019448995363831045,14,2,1
0.1,0.10000000149011612,0.629217803478241,0.6329993606,0.0109073045,0.0037815571217589827,15,0,1
0.2,0.20000000298023224,0.7292177677154541,0.6504365206,0.0133125577,0.07878124711545409,13,2,1
0.3,0.30000001192092896,0.829217791557312,0.7337529659,0.0153093031,0.09546482565731196,15,0,1
0.4,0.4000000059604645,0.9292178153991699,0.6931875944,0.0189302582,0.23603022099916993,10,2,1
0.5,0.5,1.0292177200317383,0.6625604033,0.0179568585,0.3666573167317383,3,2,1
0.6,0.6000000238418579,1.1292178630828857,nan,nan,nan,15,0,0
0.7,0.699999988079071,1.229217767715454,nan,nan,nan,15,0,0
0.8,0.800000011920929,1.329217791557312,nan,nan,nan,15,0,0
