base_order,base_index,base_cl_label,base_cd_train,shift,shift_numeric,cl_target,sample_id,cl_out,cd_out,valid,cl_err,cl_ape_pct
4,38,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,0,0.5066738129,0.0069858683,1,-0.01300084587532957,2.5017278899008644
4,38,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,1,0.5136527419,0.0069997138,1,-0.006021916875329603,1.158785939172195
4,38,0.5196746587753296,0.0070502115,,0.0,0.5196746587753296,2,0.5193864107,0.007051874,1,-0.00028824807532956687,0.055467025467213486
4,38,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,0,0.5913320184,0.0078271171,1,-0.02834264186544566,4.573793908775408
4,38,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,1,0.5953804851,0.0078281527,1,-0.02429417516544574,3.9204725839586554
4,38,0.5196746587753296,0.0070502115,0.1,0.10000000149011612,0.6196746602654457,2,0.5911791921,0.0077828923,1,-0.02849546816544568,4.598456253357088
4,38,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,0,0.6740643382,0.0086433385,1,-0.04561032355556183,6.337630873970301
4,38,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,1,0.6715643406,0.0085821794,1,-0.0481103211555618,6.685009729007593
4,38,0.5196746587753296,0.0070502115,0.2,0.20000000298023224,0.7196746617555618,2,0.6746741533,0.0084640067,1,-0.045000508455561805,6.2528960441358805
4,38,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,0,0.7488587499,0.0105265342,1,-0.07081592079625854,8.639515569769305
4,38,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,1,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.3,0.30000001192092896,0.8196746706962585,2,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,0,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,1,0.7913818359,0.011442069,1,-0.12829282883579407,13.949805703590876
4,38,0.5196746587753296,0.0070502115,0.4,0.4000000059604645,0.9196746647357941,2,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,0,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,1,0.866674602,0.0176172052,1,-0.15300005677532957,15.004791524297447
4,38,0.5196746587753296,0.0070502115,0.5,0.5,1.0196746587753296,2,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,0,0.7902768254,0.014725632,1,-0.3293978572171875,29.419068085672468
4,38,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,1,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.6,0.6000000238418579,1.1196746826171875,2,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,0,0.9170094132,0.0115183806,1,-0.3026652336544007,24.8152435106353
4,38,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,1,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.7,0.699999988079071,1.2196746468544006,2,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,0,nan,nan,0,nan,nan
4,38,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,1,0.8978901505,0.0135458242,1,-0.42178452019625856,31.961249962744652
4,38,0.5196746587753296,0.0070502115,0.8,0.800000011920929,1.3196746706962585,2,nan,nan,0,nan,nan
